_index,_id,_version,_score,_source.agent.ip,_source.agent.name,_source.agent.id,_source.manager.name,_source.data.level,_source.rule.firedtimes,_source.rule.mail,_source.rule.level,_source.rule.description,_source.rule.groups,_source.rule.id,_source.decoder.parent,_source.decoder.name,_source.full_log,_source.input.type,_source.@timestamp,_source.location,_source.id,_source.timestamp,_source.rule.pci_dss,_source.rule.gdpr,_source.predecoder.program_name,_source.predecoder.timestamp,_source.data.srcuser,_source.data.uid,_source.data.dstuser,_source.rule.hipaa,_source.rule.tsc,_source.rule.nist_800_53,_source.rule.mitre.technique,_source.rule.mitre.id,_source.rule.mitre.tactic,_source.rule.gpg13,_source.predecoder.hostname,_source.data.tty,_source.data.pwd,_source.data.command,_source.decoder.ftscomment,_source.data.win.eventdata.subjectLogonId,_source.data.win.eventdata.subjectDomainName,_source.data.win.eventdata.targetLinkedLogonId,_source.data.win.eventdata.impersonationLevel,_source.data.win.eventdata.authenticationPackageName,_source.data.win.eventdata.targetLogonId,_source.data.win.eventdata.logonProcessName,_source.data.win.eventdata.logonGuid,_source.data.win.eventdata.targetUserName,_source.data.win.eventdata.keyLength,_source.data.win.eventdata.elevatedToken,_source.data.win.eventdata.subjectUserSid,_source.data.win.eventdata.processId,_source.data.win.eventdata.processName,_source.data.win.eventdata.targetDomainName,_source.data.win.eventdata.targetUserSid,_source.data.win.eventdata.virtualAccount,_source.data.win.eventdata.logonType,_source.data.win.eventdata.subjectUserName,_source.data.win.system.eventID,_source.data.win.system.keywords,_source.data.win.system.providerGuid,_source.data.win.system.level,_source.data.win.system.channel,_source.data.win.system.opcode,_source.data.win.system.message,_source.data.win.system.version,_source.data.win.system.systemTime,_source.data.win.system.eventRecordID,_source.data.win.system.threadID,_source.data.win.system.computer,_source.data.win.system.task,_source.data.win.system.processID,_source.data.win.system.severityValue,_source.data.win.system.providerName,_source.data.win.eventdata.data,_source.data.win.system.eventSourceName,_source.data.win.eventdata.p1,_source.data.win.eventdata.p2,_source.data.win.eventdata.rechecking,_source.data.win.eventdata.p3,_source.data.win.eventdata.p4,_source.data.win.eventdata.reportId,_source.data.win.eventdata.p5,_source.data.win.eventdata.reportStatus,_source.data.win.eventdata.storePath,_source.data.win.eventdata.bucketType,_source.data.win.eventdata.response,_source.data.win.eventdata.eventName,_source.data.win.eventdata.cabGuid,_source.data.win.eventdata.cabId,_source.data.win.eventdata.binary,_source.data.srcip,_source.data.srcport,_source.data.euid,_source.previous_output,_source.previous_log,_source.data.origin.module,_source.data.origin.name,_source.data.version,_source.data.parameters.alert.predecoder.program_name,_source.data.parameters.alert.predecoder.timestamp,_source.data.parameters.alert.agent.ip,_source.data.parameters.alert.agent.name,_source.data.parameters.alert.agent.id,_source.data.parameters.alert.previous_output,_source.data.parameters.alert.manager.name,_source.data.parameters.alert.data.srcip,_source.data.parameters.alert.data.dstuser,_source.data.parameters.alert.data.srcport,_source.data.parameters.alert.rule.mail,_source.data.parameters.alert.rule.level,_source.data.parameters.alert.rule.hipaa,_source.data.parameters.alert.rule.pci_dss,_source.data.parameters.alert.rule.tsc,_source.data.parameters.alert.rule.description,_source.data.parameters.alert.rule.groups,_source.data.parameters.alert.rule.nist_800_53,_source.data.parameters.alert.rule.frequency,_source.data.parameters.alert.rule.gdpr,_source.data.parameters.alert.rule.firedtimes,_source.data.parameters.alert.rule.mitre.technique,_source.data.parameters.alert.rule.mitre.id,_source.data.parameters.alert.rule.mitre.tactic,_source.data.parameters.alert.rule.id,_source.data.parameters.alert.location,_source.data.parameters.alert.id,_source.data.parameters.alert.decoder.parent,_source.data.parameters.alert.decoder.name,_source.data.parameters.alert.timestamp,_source.data.parameters.alert.full_log,_source.data.parameters.extra_args,_source.data.parameters.program,_source.data.dpkg_status,_source.data.package,_source.data.arch,_source.data.sca.scan_id,_source.data.sca.check.result,_source.data.sca.check.remediation,_source.data.sca.check.previous_result,_source.data.sca.check.references,_source.data.sca.check.compliance.pci_dss_v3.2.1,_source.data.sca.check.compliance.nist_sp_800-53,_source.data.sca.check.compliance.cis,_source.data.sca.check.compliance.cmmc_v2.0,_source.data.sca.check.compliance.iso_27001-2013,_source.data.sca.check.compliance.cis_csc_v7,_source.data.sca.check.description,_source.data.sca.check.id,_source.data.sca.check.title,_source.data.sca.check.rationale,_source.data.sca.check.command,_source.data.sca.type,_source.data.sca.policy,_source.rule.nist_sp_800-53,_source.rule.cis,_source.rule.iso_27001-2013,_source.rule.cis_csc_v7,_source.data.sca.check.compliance.mitre_techniques,_source.rule.mitre_techniques,_source.data.file,_source.data.title,_source.data.win.eventdata.messageText,_source.data.win.eventdata.method,_source.data.win.eventdata.stage,_source.data.win.eventdata.context,_source.data.win.eventdata.errorCode,_source.data.win.eventdata.url,_source.data.win.eventdata.ipAddress,_source.data.win.eventdata.workstationName,_source.data.win.eventdata.ipPort,_source.rule.frequency,_source.data.win.eventdata.param3,_source.data.win.eventdata.param4,_source.data.win.eventdata.param1,_source.data.win.eventdata.param2,_source.rule.info,_source.syscheck.uname_after,_source.syscheck.mtime_after,_source.syscheck.size_after,_source.syscheck.win_perm_after,_source.syscheck.mode,_source.syscheck.path,_source.syscheck.sha1_after,_source.syscheck.audit.process.name,_source.syscheck.audit.process.id,_source.syscheck.audit.user.name,_source.syscheck.audit.user.id,_source.syscheck.attrs_after,_source.syscheck.uid_after,_source.syscheck.event,_source.syscheck.md5_after,_source.syscheck.sha256_after,_source.data.parameters.alert.predecoder.hostname,_source.data.extra_data,_source.data.sca.score,_source.data.sca.total_checks,_source.data.sca.file,_source.data.sca.policy_id,_source.data.sca.invalid,_source.data.sca.description,_source.data.sca.passed,_source.data.sca.failed,_source.data.win.eventdata.attachedFiles,_source.data.win.eventdata.p6,_source.data.win.eventdata.p7,_source.data.win.eventdata.p8,_source.syscheck.size_before,_source.syscheck.md5_before,_source.syscheck.diff,_source.syscheck.sha256_before,_source.syscheck.mtime_before,_source.syscheck.changed_attributes,_source.syscheck.sha1_before,_source.data.win.eventdata.extraInfo,_source.data.win.eventdata.bucket,_source.data.win.eventdata.hashedBucket,_source.data.win.eventdata.privilegeList,_source.data.win.eventdata.param7,_source.data.win.eventdata.param5,_source.data.win.eventdata.hResult
wazuh-alerts-4.x-2025.07.04,StV31JcBWZCwBT3eaT45,1,1,192.168.171.130,kali-purple,001,wazuh.manager,normal,1,false,3,Agent event queue is back to normal load.,"[""wazuh"",""agent_flooding""]",205,wazuh,wazuh,wazuh: Agent buffer: 'normal'.,log,"Jul 4, 2025 @ 13:34:39.733",wazuh-agent,1751616279.1110682,"Jul 4, 2025 @ 13:34:39.733", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,RdV31JcBWZCwBT3eOj5Q,1,1,192.168.171.130,kali-purple,001,wazuh.manager,full,3,false,9,Agent event queue is full. Events may be lost.,"[""wazuh"",""agent_flooding""]",203,wazuh,wazuh,wazuh: Agent buffer: 'full'.,log,"Jul 4, 2025 @ 13:34:28.276",wazuh-agent,1751616268.1109437,"Jul 4, 2025 @ 13:34:28.276","[""10.6.1""]","[""IV_35.7.d""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,PdV21JcBWZCwBT3esT6d,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,5,false,3,PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,pam,pam,2025-07-04T13:33:51.406877+05:30 kali sudo: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Jul 4, 2025 @ 13:33:52.187",/var/log/auth.log,1751616232.1106457,"Jul 4, 2025 @ 13:33:52.187","[""10.2.5""]","[""IV_32.2""]",sudo,2025-07-04T13:33:51.406877+05:30,kali,1000,root(uid=0),"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7""]","[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]","[""7.8"",""7.9""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,P9V21JcBWZCwBT3esT6d,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,6,false,3,Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,sudo,sudo,"Jul 04 08:03:51 kali sudo[83730]:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",log,"Jul 4, 2025 @ 13:33:52.214",journald,1751616232.1107306,"Jul 4, 2025 @ 13:33:52.214","[""10.2.5"",""10.2.2""]","[""IV_32.2""]",sudo,Jul 04 08:03:51,kali, ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7"",""AC.6""]","[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]","[""7.6"",""7.8"",""7.13""]",kali,pts/0,/home/kali,"/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,QdV21JcBWZCwBT3esT6d,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,6,false,3,PAM: Login session closed.,"[""pam"",""syslog""]",5502,pam,pam,Jul 04 08:03:51 kali sudo[83730]: pam_unix(sudo:session): session closed for user root,log,"Jul 4, 2025 @ 13:33:52.218",journald,1751616232.1108335,"Jul 4, 2025 @ 13:33:52.218","[""10.2.5""]","[""IV_32.2""]",sudo,Jul 04 08:03:51, , ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7""]", , , ,"[""7.8"",""7.9""]",kali, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,NtV01JcBWZCwBT3eLT4B,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,3,false,3,Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,sudo,sudo,"2025-07-04T13:31:08.247871+05:30 kali sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",log,"Jul 4, 2025 @ 13:31:10.016",/var/log/auth.log,1751616070.1102986,"Jul 4, 2025 @ 13:31:10.016","[""10.2.5"",""10.2.2""]","[""IV_32.2""]",sudo,2025-07-04T13:31:08.247871+05:30,kali, ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7"",""AC.6""]","[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]","[""7.6"",""7.8"",""7.13""]", ,pts/0,/home/kali,"/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,ONV01JcBWZCwBT3eLT4B,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,3,false,3,PAM: Login session closed.,"[""pam"",""syslog""]",5502,pam,pam,2025-07-04T13:31:08.254120+05:30 kali sudo: pam_unix(sudo:session): session closed for user root,log,"Jul 4, 2025 @ 13:31:10.019",/var/log/auth.log,1751616070.1104053,"Jul 4, 2025 @ 13:31:10.019","[""10.2.5""]","[""IV_32.2""]",sudo,2025-07-04T13:31:08.254120+05:30, , ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7""]", , , ,"[""7.8"",""7.9""]", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,O9V01JcBWZCwBT3eLT4B,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,4,false,3,PAM: Login session closed.,"[""pam"",""syslog""]",5502,pam,pam,Jul 04 08:01:08 kali sudo[82729]: pam_unix(sudo:session): session closed for user root,log,"Jul 4, 2025 @ 13:31:10.039",journald,1751616070.1105474,"Jul 4, 2025 @ 13:31:10.039","[""10.2.5""]","[""IV_32.2""]",sudo,Jul 04 08:01:08, , ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7""]", , , ,"[""7.8"",""7.9""]",kali, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,MtVz1JcBWZCwBT3eVj4l,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,1,false,3,Successful sudo to ROOT executed.,"[""syslog"",""sudo""]",5402,sudo,sudo,"2025-07-04T13:30:09.713908+05:30 kali sudo:     kali : TTY=pts/0 ; PWD=/home/kali ; USER=root ; COMMAND=/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",log,"Jul 4, 2025 @ 13:30:09.952",/var/log/auth.log,1751616009.1100974,"Jul 4, 2025 @ 13:30:09.952","[""10.2.5"",""10.2.2""]","[""IV_32.2""]",sudo,2025-07-04T13:30:09.713908+05:30,kali, ,root,"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7"",""AC.6""]","[""Sudo and Sudo Caching""]","[""T1548.003""]","[""Privilege Escalation"",""Defense Evasion""]","[""7.6"",""7.8"",""7.13""]", ,pts/0,/home/kali,"/usr/bin/grep ""event_type"":""alert"" /var/log/suricata/eve.json",First time user executed the sudo command, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
wazuh-alerts-4.x-2025.07.04,NNVz1JcBWZCwBT3eVj4l,1,1,192.168.171.130,kali-purple,001,wazuh.manager, ,2,false,3,PAM: Login session opened.,"[""pam"",""syslog"",""authentication_success""]",5501,pam,pam,Jul 04 08:00:09 kali sudo[82295]: pam_unix(sudo:session): session opened for user root(uid=0) by kali(uid=1000),log,"Jul 4, 2025 @ 13:30:09.980",journald,1751616009.1102175,"Jul 4, 2025 @ 13:30:09.980","[""10.2.5""]","[""IV_32.2""]",sudo,Jul 04 08:00:09,kali,1000,root(uid=0),"[""164.312.b""]","[""CC6.8"",""CC7.2"",""CC7.3""]","[""AU.14"",""AC.7""]","[""Valid Accounts""]","[""T1078""]","[""Defense Evasion"",""Persistence"",""Privilege Escalation"",""Initial Access""]","[""7.8"",""7.9""]",kali, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
